Date,Open,High,Low,Close,Volume
2003-09-29,59200.0,59800.0,57500.0,59200.0,74480
2003-09-30,58990.0,59500.0,58100.0,58100.0,218457
2003-10-01,58500.0,59100.0,58120.0,58500.0,238276
2003-10-02,58300.0,60200.0,58300.0,58300.0,181043
2003-10-03,57000.0,58850.0,56800.0,57000.0,266414
2003-10-06,56000.0,57100.0,55700.0,56000.0,200913
2003-10-07,56000.0,56500.0,55000.0,56000.0,68117
2003-10-08,57000.0,57500.0,56200.0,57000.0,194613
2003-10-09,58500.0,58700.0,57500.0,58500.0,239031
2003-10-10,59300.0,59658.08,58201.0,59300.0,76831
2003-10-13,58990.0,60300.0,58750.0,58990.0,163879
2003-10-14,56300.0,59400.0,56300.0,56300.0,133638
2003-10-15,56900.0,57800.0,56600.0,57301.0,128144
2003-10-16,59000.0,59400.0,57300.0,59000.0,92653
2003-10-17,60000.0,60400.0,59134.88,60000.0,164351
2003-10-20,60960.0,61200.0,59500.0,60960.0,77619
2003-10-21,60600.0,61800.0,60000.0,60600.0,104370
2003-10-22,59000.0,60600.0,58700.0,59000.0,111227
2003-10-23,58400.0,60640.0,58100.0,60640.0,175004
2003-10-24,60900.0,60900.0,59900.0,60900.0,94904
2003-10-27,61000.0,61300.0,59607.84,60900.0,40295
2003-10-28,61600.0,62300.0,60900.0,61600.0,133195
2003-10-29,61800.0,62790.0,61500.0,61800.0,110376
2003-10-30,62800.0,63000.0,61800.0,62800.0,116896
2003-10-31,63350.0,63520.0,62000.0,63350.0,114296
2003-11-03,61900.0,63700.0,61600.0,61900.0,147029
2003-11-04,59600.0,62200.0,59500.0,59600.0,280287
2003-11-05,59800.0,61000.0,58700.0,59900.0,255209
2003-11-06,59900.0,61625.0,59200.0,61300.0,106448
2003-11-07,63000.0,63500.0,61600.0,63000.0,148467
2003-11-10,61400.0,63200.0,61400.0,61400.0,66043
2003-11-11,60200.0,61000.0,59800.0,60200.0,126478
2003-11-12,60020.0,60200.0,59700.0,60020.0,164198
2003-11-13,59710.0,60700.0,59600.0,59710.0,131383
2003-11-14,60000.0,60300.0,59500.0,60000.0,238974
2003-11-17,58555.0,59900.0,58555.0,58555.0,151984
2003-11-18,58600.0,60499.0,58600.0,60100.0,147823
2003-11-19,59900.0,61150.0,59500.0,60600.0,110371
2003-11-20,60000.0,61500.0,59700.0,60000.0,105493
2003-11-21,60200.0,60700.0,59800.0,60200.0,75896
2003-11-24,59600.0,60800.0,59500.0,59600.0,64177
2003-11-25,59600.0,60801.0,59600.0,60051.0,54509
2003-11-26,58300.0,60509.0,57950.0,58300.0,249494
2003-11-27,59400.0,59700.0,57500.0,59400.0,182236
2003-11-28,60000.0,60000.0,59000.0,60000.0,94265
2003-12-01,61400.0,61900.0,59500.0,61400.0,218560
2003-12-02,60000.0,61800.0,59700.0,60000.0,90671
2003-12-03,59000.0,59200.0,56000.0,56769.0,348489
2003-12-04,56800.0,57000.0,53700.0,54000.0,293548
2003-12-05,54999.0,55700.0,52500.0,53400.0,268170
2003-12-08,54000.0,55700.0,53300.0,53800.0,192952
2003-12-09,56300.0,56800.0,54500.0,56300.0,217327
2003-12-10,56403.0,57349.0,55500.0,57301.0,197253
2003-12-11,55400.0,58200.0,55200.0,55400.0,229361
2003-12-12,54825.0,56000.0,54100.0,54825.0,217690
2003-12-15,55000.0,56000.0,53771.43,56000.0,74475
2003-12-17,55500.0,56000.0,54000.0,55500.0,363686
2003-12-18,57000.0,57000.0,55010.0,57000.0,302500
2003-12-19,57000.0,58000.0,56500.0,57000.0,163467
2003-12-22,58200.0,58600.0,57000.0,58200.0,135105
2003-12-23,57500.0,58200.0,57400.0,57500.0,107233
2003-12-24,57000.0,57600.0,57000.0,57000.0,20938
2003-12-29,57600.0,57600.0,55500.0,57600.0,23369
2003-12-30,58000.0,58000.0,57200.0,58000.0,29248
2004-01-02,59200.0,59500.0,58000.0,59200.0,36983
2004-01-05,59000.0,59000.0,57100.0,58700.0,85503
2004-01-06,59400.0,60000.0,58100.0,59400.0,52397
2004-01-07,59800.0,60200.0,58400.0,59800.0,80615
2004-01-08,58500.0,59700.0,57500.0,58500.0,81524
2004-01-09,56100.0,58500.0,56100.0,58000.0,128081
2004-01-12,58600.0,59400.0,57800.0,58600.0,0
2004-01-13,60500.0,60700.0,59700.0,60500.0,0
2004-01-14,60800.0,64100.0,60800.0,63500.0,0
2004-01-15,63499.0,63499.0,61200.0,61500.0,0
2004-01-16,62600.0,62900.0,61600.0,62600.0,0
2004-01-19,60500.0,63400.0,60500.0,60500.0,0
2004-01-20,58999.0,61200.0,58600.0,58999.0,0
2004-01-21,60459.0,60459.0,57600.0,60459.0,0
2004-01-22,61100.0,62700.0,60500.0,61100.0,0
2004-01-23,62190.0,62400.0,60900.0,62190.0,0
2004-01-26,61700.0,63000.0,61377.0,61700.0,0
2004-01-27,60800.0,61700.0,60350.0,60800.0,0
2004-01-28,58300.0,60800.0,58300.0,58300.0,0
2004-01-29,58650.0,59001.0,57900.0,58650.0,0
2004-01-30,57200.0,59399.0,54950.0,57200.0,0
2004-02-02,55500.0,57600.0,55200.0,55500.0,0
2004-02-03,56700.0,58900.0,54900.0,56700.0,0
2004-02-04,56200.0,57300.0,56000.0,56500.0,0
2004-02-05,54800.0,56389.0,54800.0,54800.0,0
2004-02-06,55500.0,57100.0,54802.0,55500.0,0
2004-02-09,57450.0,58000.0,55600.0,57450.0,83231
2004-02-10,59200.0,59700.0,57800.0,59200.0,178827
2004-02-11,59000.0,60000.0,59000.0,59200.0,226575
2004-02-12,59000.0,59600.0,57800.0,59100.0,231792
2004-02-13,57500.0,58950.0,57000.0,57500.0,211570
2004-02-16,57200.0,58450.0,57000.0,57200.0,82231
2004-02-17,56900.0,58000.0,56320.0,56900.0,111700
2004-02-18,56900.0,56980.0,55800.0,56300.0,149152
2004-02-19,56606.0,56606.0,55200.0,55200.0,195579
2004-02-20,55700.0,56400.0,55000.0,55000.0,188393
2004-02-23,55500.0,55560.0,53500.0,53500.0,158834
2004-02-24,53600.0,55117.0,52690.0,53000.0,327788
2004-02-25,53500.0,54200.0,52500.0,53800.0,201974
2004-02-26,54500.0,55850.0,54500.0,54900.0,213593
2004-02-27,55200.0,56400.0,55000.0,55200.0,248676
2004-03-01,57000.0,57999.0,56100.0,57999.0,215702
2004-03-02,58000.0,59200.0,57605.0,57605.0,164163
2004-03-03,58000.0,58800.0,57500.0,58400.0,162609
2004-03-04,58400.0,58702.0,58000.0,58300.0,179842
2004-03-05,58350.0,59400.0,57700.0,58800.0,115425
2004-03-08,58495.0,58700.0,58264.68,58500.0,121539
2004-03-09,57910.0,58200.0,55800.0,56400.0,156376
2004-03-10,57495.0,57495.0,55040.0,55250.0,188899
2004-03-11,54980.0,55600.0,54300.0,55000.0,199616
2004-03-12,54460.0,56495.0,54460.0,56400.0,374347
2004-03-15,56900.0,56900.0,54700.0,54700.0,159015
2004-03-16,54700.0,55000.0,53900.0,54250.0,187101
2004-03-17,54995.0,55000.0,53400.0,54380.0,278403
2004-03-18,54895.0,55860.0,54400.0,54505.0,257580
2004-03-19,55350.0,55350.0,53499.0,53499.0,115721
2004-03-23,53500.0,53500.0,51200.0,52000.0,311990
2004-03-24,52500.0,53700.0,52150.0,52855.0,619721
2004-03-25,53900.0,54100.0,52600.0,54000.0,370232
2004-03-26,54200.0,54850.0,54000.0,54200.0,218555
2004-03-29,54300.0,54300.0,52200.0,52600.0,133947
2004-03-30,52200.0,52200.0,50550.0,51689.0,252485
2004-03-31,51950.0,52440.0,50600.0,51565.0,177086
2004-04-01,51565.0,52220.0,48267.67,51502.0,411882
2004-04-02,52000.0,52500.0,51200.0,51800.0,222323
2004-04-05,51800.0,51800.0,50700.0,51200.0,178722
2004-04-06,50999.0,51900.0,50700.0,51800.0,253304
2004-04-07,51200.0,52600.0,49100.0,51000.0,174112
2004-04-08,51200.0,51200.0,50300.0,50500.0,265538
2004-04-13,51000.0,51750.0,50825.0,51750.0,191267
2004-04-15,52000.0,52000.0,50900.0,51250.0,88817
2004-04-16,51250.0,51250.0,50999.0,50999.0,91387
2004-04-19,51000.0,51400.0,49300.0,49999.0,298754
2004-04-20,50100.0,51700.0,50000.0,51300.0,432732
2004-04-21,50700.0,51850.0,50000.0,51400.0,146867
2004-04-22,51500.0,51500.0,50000.0,50000.0,322691
2004-04-23,50000.0,50201.0,49157.0,49299.0,239385
2004-04-26,49900.0,50000.0,48000.0,49700.0,198279
2004-04-28,49000.0,50300.0,47900.0,48400.0,267469
2004-04-29,48400.0,48400.0,45900.0,47210.0,408605
2004-04-30,47225.0,48201.0,47000.0,47350.0,202087
2004-05-03,47350.0,47350.0,46500.0,46999.0,128103
2004-05-04,47950.0,48000.0,46600.0,47000.0,163407
2004-05-05,47000.0,48500.0,46700.0,47000.0,312482
2004-05-06,46600.0,46900.0,45500.0,45800.0,280486
2004-05-07,45779.0,45800.0,44500.0,44500.0,304589
2004-05-10,44250.0,44250.0,42300.0,42500.0,240148
2004-05-11,42900.0,44500.0,42800.0,44500.0,266931
2004-05-12,44000.0,44620.0,43200.0,43600.0,208783
2004-05-13,43705.0,44800.0,43705.0,44421.0,268794
2004-05-14,44425.0,45000.0,43040.0,43040.0,111713
2004-05-17,43000.0,44300.0,42600.0,43999.0,294201
2004-05-18,44000.0,44000.0,41650.0,41650.0,286780
2004-05-19,41860.0,43880.0,41860.0,43880.0,596388
2004-05-20,43900.0,43900.0,43000.0,43598.0,273747
2004-05-21,43700.0,44810.0,43598.0,44400.0,583180
2004-05-24,44999.0,45400.0,44100.0,44300.0,250744
2004-05-25,44300.0,45001.0,44300.0,45000.0,128229
2004-05-26,45600.0,47500.0,45600.0,47300.0,491072
2004-05-27,47300.0,49300.0,47100.0,48500.0,264314
2004-05-28,49000.0,49000.0,47400.0,47500.0,345557
2004-05-31,47500.0,48350.0,47200.0,47999.0,64037
2004-06-01,47999.0,48685.0,47500.0,48000.0,104667
2004-06-02,48000.0,49400.0,47500.0,48990.0,194653
2004-06-03,48800.0,49100.0,47800.0,48000.0,141809
2004-06-04,48400.0,48400.0,47100.0,47100.0,93663
2004-06-07,48380.0,48380.0,47100.0,47950.0,116077
2004-06-08,48000.0,49500.0,47800.0,49490.0,273135
2004-06-09,49490.0,49490.0,48100.0,48200.0,240987
2004-06-10,47500.0,47500.0,46800.0,47200.0,221956
2004-06-11,47600.0,47600.0,45500.0,46299.0,215188
2004-06-14,46299.0,46299.0,45000.0,45200.0,103861
2004-06-15,45100.0,45100.0,44300.0,44500.0,338438
2004-06-17,44500.0,46001.0,44430.0,46000.0,394168
2004-06-18,45200.0,46300.0,45200.0,45810.0,161363
2004-06-21,45810.0,45810.0,45000.0,45050.0,49502
2004-06-22,45100.0,45802.0,44900.0,45150.0,43176
2004-06-23,45100.0,45350.0,44140.0,44326.0,164874
