Date,SPY,AAPL,GOOGL,YHOO,MSFT,IBM,FB,TWTR,GOOG,GLD,XOM
2000/01/03,105.825332,3.641362,,118.75,39.573098,88.45506,,,,,25.827825
2000/01/04,101.686912,3.334358,,110.75,38.236313,85.452544,,,,,25.333118
2000/01/05,101.86882,3.383153,,102.625,38.63947,88.45506,,,,,26.714175
2000/01/06,100.231643,3.09038,,92.046875,37.345122,86.929973,,,,,28.095232
2000/01/07,106.052718,3.236767,,101.8125,37.833155,86.548701,,,,,28.012781
2000/01/10,106.416535,3.179838,,109.015625,38.109,89.980147,,,,,27.621138
2000/01/11,105.143175,3.017187,,99.34375,37.132934,90.742691,,,,,27.703589
2000/01/12,104.097201,2.836237,,89.390625,35.923461,91.123962,,,,,27.538687
2000/01/13,105.506992,3.147308,,86.71875,36.602464,90.170783,,,,,28.177683
2000/01/14,106.939489,3.267264,,88.25,38.109,91.21928,,,,,27.621138
2000/01/18,106.098195,3.38112,,85.296875,39.148722,88.264424,,,,,27.950942
2000/01/19,106.962261,3.466512,,91,36.326619,91.123962,,,,,28.218909
2000/01/20,105.325084,3.692191,,87.984375,35.987118,90.742691,,,,,27.600525
2000/01/21,105.097698,3.621031,,87.984375,35.22324,92.64905,,,,,28.033393
2000/01/24,102.118911,3.456346,,81.078125,34.374488,92.64905,,,,,27.78604
2000/01/25,103.278612,3.651528,,86.390625,34.904958,90.838009,,,,,27.724202
2000/01/26,102.460023,3.584434,,82.140625,33.737923,89.026967,,,,,27.538687
2000/01/27,102.050729,3.578335,,84.34375,33.525735,86.548701,,,,,26.714175
2000/01/28,98.867328,3.305893,,78.375,33.355984,85.071272,,,,,26.01334
2000/01/31,101.55048,3.37502,,80.515625,33.228671,85.595521,,,,,27.332559
2000/02/01,102.550977,3.261164,,79.34375,34.947396,83.879798,,,,,27.435623
2000/02/02,102.641932,3.214402,,82,34.225956,86.548701,,,,,27.64175
2000/02/03,104.188155,3.360788,,90.0625,35.180803,89.312921,,,,,27.167656
2000/02/04,103.756089,3.513274,,88.375,36.178087,88.169106,,,,,26.672949
2000/02/07,103.596952,3.710489,,88.5,36.199306,87.02529,,,,,26.631724
2000/02/08,105.006744,3.73692,,93.28125,37.323904,90.695077,,,,,26.033953
2000/02/09,102.801068,3.663727,,90.578125,35.308116,89.597767,,,,,25.288564
2000/02/10,103.005749,3.692191,,91.25,35.987118,90.933623,,,,,25.164194
2000/02/11,100.9138,3.537672,,85.671875,33.928892,88.071074,,,,,24.500887
2000/02/14,101.505003,3.767417,,82.875,33.822798,88.595875,,,,,25.350749
2000/02/15,102.653279,3.871108,,85,33.462078,89.40693,,,,,26.304252
2000/02/16,101.141186,3.712522,,80.78125,33.143796,88.357329,,,,,26.532264
2000/02/17,100.618165,3.73692,,81.59375,33.822798,89.120675,,,,,25.8275
2000/02/18,98.458034,3.618998,,78.0625,32.273825,85.876454,,,,,24.873997
2000/02/22,98.207876,3.702357,,76.90625,31.849448,84.731434,,,,,25.019096
2000/02/23,99.367577,3.781649,,83.101547,31.99798,83.013905,,,,,24.749627
2000/02/24,97.366582,3.747593,,84.03125,32.16773,84.349761,,,,,24.148506
2000/02/25,97.014112,3.590534,,82.59375,31.000695,82.441396,,,,,23.568112
2000/02/28,99.049237,3.684058,,80.96875,31.085571,79.769684,,,,,24.376517
2000/02/29,100.004257,3.728788,,79.84375,30.342912,78.433828,,,,,24.977639
2000/03/01,100.731891,4.239107,,79.25,30.830945,76.525462,,,,,25.226379
2000/03/02,100.800074,3.968699,,77.46875,31.700916,78.720083,,,,,25.537304
2000/03/03,102.687409,4.163881,,79,32.634544,82.441396,,,,,25.102009
2000/03/06,101.686912,4.088654,,85.78125,30.767288,78.672373,,,,,24.189962
2000/03/07,99.719969,3.997163,,85.6875,31.531166,78.624664,,,,,26.532264
2000/03/08,99.594963,3.968699,,88.5,32.443575,81.10554,,,,,26.407894
2000/03/09,102.5055,3.976831,,91.625,33.950111,82.441396,,,,,26.677362
2000/03/10,101.959774,4.090687,,89.03125,34.289612,80.342193,,,,,25.54765
2000/03/13,100.845551,3.946334,,87.90625,33.271109,82.20285,,,,,25.164194
2000/03/14,99.413054,3.716589,,84.375,32.295043,82.918487,,,,,25.620217
2000/03/15,101.732389,3.781649,,79.25,32.379919,81.678049,,,,,25.786044
2000/03/16,106.484718,3.954467,,85.09375,32.379919,83.204742,,,,,26.44935
2000/03/17,107.188523,4.06629,,85.5625,33.737923,83.968088,,,,,25.578761
2000/03/20,106.641411,4.001229,,86.007797,33.058921,86.06729,,,,,24.832541
2000/03/21,108.829862,4.389559,,95.875,34.883739,86.6398,,,,,25.537304
2000/03/22,109.490923,4.690465,,98.59375,35.05349,87.21231,,,,,24.853269
2000/03/23,111.360225,4.59694,,95.5,37.981687,87.975656,,,,,25.039824
2000/03/24,112.021353,4.511548,,97,37.918031,92.078642,,,,,25.620217
2000/03/27,110.835942,4.540012,,100.375,35.329335,96.849556,,,,,25.376652
2000/03/28,110.197644,4.52578,,97.5,35.41421,93.509916,,,,,26.20061
2000/03/29,110.311592,4.42209,,88.53125,36.390276,90.838204,,,,,26.69809
2000/03/30,108.46512,4.090687,,84.75,35.095928,93.700753,,,,,26.07624
2000/03/31,109.696124,4.418023,,85.6875,36.071993,90.361113,,,,,25.868957
2000/04/03,110.334422,4.336698,,80.0625,30.852164,93.128243,,,,,26.69809
2000/04/04,109.513753,4.141516,,83.6875,30.067067,92.508024,,,,,27.361397
2000/04/05,108.829862,4.24114,,82.78125,29.324409,95.418282,,,,,26.44935
2000/04/06,109.775856,4.072389,,77,29.197096,93.700753,,,,,27.112657
2000/04/07,110.4712,4.285869,,75.5625,30.236818,93.987008,,,,,26.387165
2000/04/10,110.038036,4.06629,,70.96875,29.218315,93.223661,,,,,25.95187
2000/04/11,109.718887,3.88534,,66.75,28.475656,91.124459,,,,,26.32498
2000/04/12,106.709766,3.553937,,68.09375,26.947901,86.830636,,,,,26.511535
2000/04/13,105.228036,3.702357,,68.0625,26.905463,84.445179,,,,,26.532264
2000/04/14,99.209795,3.639329,,58,25.16552,80.151357,,,,,26.117697
2000/04/17,102.674842,4.029693,,57.1875,25.759647,85.399362,,,,,25.039824
2000/04/18,105.387577,4.127284,,63.34375,27.351058,85.113107,,,,,25.267836
2000/04/19,104.407366,3.940235,,62.9375,26.714494,80.151357,,,,,25.682402
2000/04/20,104.908887,3.867041,,61.5625,26.799369,79.388011,,,,,26.20061
2000/04/24,103.769068,3.919903,,56.9375,22.619262,81.296376,,,,,26.490807
2000/04/25,108.077548,4.174046,,62.25,23.55289,85.876454,,,,,26.863917
2000/04/26,106.85792,3.946334,,59.5625,23.086076,84.349761,,,,,26.57372
2000/04/27,106.504632,4.123218,,62.15625,23.701421,84.445179,,,,,26.760275
2000/04/28,105.843504,4.035793,,65.125,23.680203,85.113107,,,,,25.765316
2000/05/01,107.279709,4.043925,,65.4375,24.932113,85.494781,,,,,25.868957
2000/05/02,105.13685,3.834511,,61.28125,23.72264,85.017689,,,,,25.95187
2000/05/03,102.674842,3.74302,,61.03125,23.956047,82.536814,,,,,25.703131
2000/05/04,103.449919,3.600699,,62.09375,23.91361,82.155141,,,,,26.366437
2000/05/05,104.703686,3.679992,,62.84375,24.147017,82.345977,,,,,26.532264
2000/05/08,103.917222,3.582401,,60.375,23.701421,83.878332,,,,,26.677362
2000/05/09,103.085177,3.429915,,58.71875,23.022419,83.305132,,,,,26.345709
2000/05/10,100.759948,3.230667,,59.445301,22.47073,78.719528,,,,,27.029744
2000/05/11,103.062347,3.344523,,62.65625,23.043638,79.818163,,,,,27.655803
2000/05/12,104.179403,3.501075,,62.84375,23.36192,79.818163,,,,,27.353593
2000/05/15,105.980282,3.285562,,65,23.55289,79.627096,,,,,27.885052
2000/05/16,107.006152,3.438048,,67.8125,23.595327,83.305132,,,,,27.760007
2000/05/17,105.889097,3.297761,,68.90625,22.979982,82.445331,,,,,27.134781
2000/05/18,104.589737,3.277429,,66,22.47073,81.060097,,,,,27.160825
2000/05/19,102.948399,3.05785,,60.15625,22.088791,81.346697,,,,,27.259827
2000/05/22,102.173322,2.925695,,63.125,21.791728,83.496199,,,,,27.780848
2000/05/23,100.668762,2.791508,,59.15625,21.452227,82.063198,,,,,27.676643
2000/05/24,102.310101,2.852502,,61.375,22.258542,83.782799,,,,,27.655803
2000/05/25,100.554747,2.838778,,57.5,20.879318,81.394464,,,,,27.155622
2000/05/26,100.668762,2.809806,,56.03125,20.8581,81.728831,,,,,27.468235
2000/05/30,103.951439,2.848436,,58.5,21.515883,84.7859,,,,,27.84337
2000/05/31,104.179403,2.732547,,56.53125,21.240038,82.015431,,,,,27.780848
2000/06/01,106.003112,2.899264,,60.03125,21.919041,81.01233,,,,,27.655803
2000/06/02,107.849585,3.011087,,67.25,22.513168,83.161832,,,,,26.405352
2000/06/05,107.325302,2.970424,,68.65625,22.704137,86.218901,,,,,26.447034
2000/06/06,106.846544,3.021253,,67.53125,23.637765,85.884534,,,,,27.447394
2000/06/07,107.587404,3.141209,,72.25,23.934828,92.476339,,,,,27.051418
2000/06/08,107.165694,3.084281,,72,23.36192,91.521005,,,,,26.697124
2000/06/09,106.93773,3.114778,,71.59375,23.36192,91.473238,,,,,26.405352
2000/06/12,105.683963,2.966358,,68.71875,22.704137,90.828347,,,,,26.926373
2000/06/13,107.667214,3.074115,,69.75,23.043638,91.186638,,,,,27.072259
2000/06/14,107.849585,2.94196,,69.75,23.934828,88.655003,,,,,27.551598
2000/06/15,108.077548,3.004988,,69.84375,24.571393,89.27597,,,,,27.489076
2000/06/16,107.189497,2.966358,,70.46875,24.635049,86.553268,,,,,28.135142
2000/06/19,108.560499,3.143242,,69.53125,25.016988,91.998672,,,,,28.030938
2000/06/20,108.172082,3.293695,,74,25.441365,88.941603,,,,,27.760007
2000/06/21,108.126382,3.618998,,71.40625,27.393496,87.508602,,,,,27.994459
2000/06/22,106.481179,3.497009,,65.84375,27.117651,85.454634,,,,,27.572439
2000/06/23,105.567178,3.362822,,62.65625,26.374993,85.5024,,,,,27.718325
2000/06/26,106.926699,3.521407,,59.65625,26.990338,87.436911,,,,,27.796453
2000/06/27,106.138395,3.366888,,62.96875,26.756931,83.878332,,,,,27.364031
2000/06/28,106.435479,3.541738,,61.78125,26.799369,86.959244,,,,,27.384872
2000/06/29,105.430078,3.334358,,59.65625,26.205242,87.126468,,,,,27.077462
2000/06/30,106.229795,3.407551,,61.9375,27.160089,83.735032,,,,,26.176103
2000/07/03,107.692198,3.468545,,63.9375,27.160089,83.687266,,,,,26.525161
2000/07/05,105.749978,3.358755,,60.40625,26.650837,80.248063,,,,,25.655081
2000/07/06,106.572579,3.370954,,61.1875,27.478371,77.382061,,,,,26.071898
2000/07/07,108.286299,3.541738,,58.25,27.839091,80.29583,,,,,26.181305
2000/07/10,108.103499,3.716589,,55,26.96912,78.958362,,,,,26.051058
2000/07/11,108.331999,3.70439,,52.75,26.863026,77.955261,,,,,26.86385
2000/07/12,109.040384,3.830445,,62.46875,27.266183,79.961463,,,,,26.212549
2000/07/13,109.520201,3.675926,,61.28125,27.13887,79.483796,,,,,26.009376
2000/07/14,110.594186,3.753185,,64,26.799369,79.436029,,,,,25.86349
2000/07/17,110.411386,3.793848,,65.8125,26.544743,80.630197,,,,,26.259466
2000/07/18,109.508787,3.724721,,64.96875,26.650837,78.958362,,,,,26.071898
2000/07/19,108.629083,3.427882,,67,24.826019,83.114065,,,,,26.238625
2000/07/20,110.137185,3.586467,,69.90625,25.398927,89.610337,,,,,26.051058
2000/07/21,107.989282,3.48481,,69.15625,24.550174,87.699669,,,,,25.717604
2000/07/24,107.372297,3.16764,,66.28125,23.956047,85.980067,,,,,25.759286
2000/07/25,107.715081,3.257098,,69,23.425577,85.597934,,,,,25.13406
2000/07/26,106.66398,3.257098,,67.96875,23.022419,83.973866,,,,,25.404991
2000/07/27,106.298379,3.383153,,67.03125,23.55289,84.308233,,,,,26.84301
2000/07/28,103.899092,3.143242,,63.375,23.658984,85.454634,,,,,26.676283
2000/07/31,104.561776,3.305893,,64.34375,23.701421,85.789001,,,,,26.738805
2000/08/01,105.201577,3.208302,,63.71875,23.319483,84.451533,,,,,26.676283
2000/08/02,105.727095,3.074115,,63.5625,23.55289,87.317535,,,,,27.634962
2000/08/03,106.458296,3.12291,,65.59375,23.849953,88.655003,,,,,27.155622
2000/08/04,107.02958,3.082247,,66.96875,23.468014,88.559469,,,,,27.244188
2000/08/07,108.309182,3.118844,,68.25,23.765078,88.893836,,,,,26.973257
2000/08/08,108.720483,3.041584,,67.0625,25.16552,90.953927,,,,,26.941978
2000/08/09,107.806482,3.09038,,66.34375,25.207958,90.858287,,,,,27.030577
2000/08/10,107.280897,3.094446,,64.65625,24.656268,91.623409,,,,,27.157142
2000/08/11,107.783598,3.102579,,64.3125,24.592612,92.292891,,,,,27.282869
2000/08/14,109.1546,3.061916,,66.1875,24.507737,94.301337,,,,,27.681006
2000/08/15,109.0632,3.037518,,66.15625,24.316767,93.344934,,,,,27.261915
2000/08/16,108.674783,3.155441,,67,24.104579,93.631855,,,,,27.749101
2000/08/17,109.817285,3.346556,,65.5625,24.295548,93.727496,,,,,28.100098
2000/08/18,109.451684,3.253032,,62.59375,24.104579,92.149431,,,,,27.80147
2000/08/21,110.045785,3.285562,,65.21875,23.977266,92.914553,,,,,27.995325
2000/08/22,109.862985,3.362822,,63.75,24.189454,92.866733,,,,,27.869598
2000/08/23,110.297102,3.533606,,66.90625,24.019704,94.301337,,,,,28.330599
2000/08/24,110.639886,3.650507,,69.90625,24.147017,95.496841,,,,,27.806734
2000/08/25,110.594186,3.696257,,67.125,23.977266,98.700791,,,,,27.806734
2000/08/28,110.97119,3.777583,,61.03125,24.210673,100.613597,,,,,27.764825
2000/08/29,110.994006,3.850776,,60.5,24.08336,101.665641,,,,,27.665283
2000/08/30,109.931502,3.871108,,61.625,23.765078,99.705015,,,,,27.277605
2000/08/31,111.393904,3.964632,,60.75,23.701421,101.00809,,,,,27.371919
2000/09/01,111.508188,4.127284,,56.96875,23.828734,102.239483,,,,,27.660052
2000/09/05,110.617003,4.062223,,58.5625,23.807516,100.374497,,,,,27.953416
2000/09/06,109.360284,3.801981,,56.03125,23.574109,100.565777,,,,,27.827688
2000/09/07,110.297102,4.033759,,53.46875,23.786297,102.048202,,,,,28.079144
2000/09/08,109.543084,3.830445,,52.0625,23.531671,99.083353,,,,,27.995325
2000/09/11,109.383101,3.801981,,53.15625,23.36192,95.25774,,,,,28.492971
2000/09/12,108.583383,3.757252,,53.5,23.128513,95.640302,,,,,28.74969
2000/09/13,108.868986,3.773517,,53.1875,23.170951,97.696568,,,,,28.770645
2000/09/14,109.417387,3.699302,,53.46875,22.343417,97.074906,,,,,28.587285
2000/09/15,107.023584,3.593579,,52.9375,21.791728,95.640302,,,,,29.504055
2000/09/18,106.03853,3.946331,,52.53125,21.38857,94.301337,,,,,30.054105
2000/09/19,107.000643,3.899572,,54.03125,22.067572,95.592482,,,,,29.504055
2000/09/20,106.210347,3.971743,,54.84375,21.812946,95.449021,,,,,29.001145
2000/09/21,104.595395,3.688125,,54.0625,21.791728,92.962373,,,,,28.938281
2000/09/22,106.496679,3.395352,,55.71875,21.473445,94.779539,,,,,29.001145
2000/09/25,105.740767,3.480744,,52.75,20.794443,94.110057,,,,,28.786335
2000/09/26,104.389194,3.346556,,51.21875,21.282476,91.145208,,,,,29.043054
2000/09/27,104.938973,3.183905,,45.1875,20.582255,90.284445,,,,,29.923147
2000/09/28,106.290546,3.480744,,47.84375,20.815662,88.180358,,,,,29.886469
2000/09/29,105.282618,1.675311,,45.5,20.476161,86.171912,,,,,29.875974
2000/10/02,105.442937,1.57772,,43.03125,20.073003,90.140984,,,,,30.656557
2000/10/03,104.45795,1.451665,,42,19.203032,84.593847,,,,,30.447012
2000/10/04,105.328433,1.537057,,43.96875,18.821093,87.510876,,,,,29.923147
2000/10/05,105.694952,1.4354,,42.34375,18.799874,86.602293,,,,,29.902192
2000/10/06,103.404208,1.443533,,40.625,18.863531,88.7542,,,,,29.986011
2000/10/09,102.625355,1.415069,,42.875,18.396717,90.236625,,,,,30.551784
2000/10/10,100.930204,1.358141,,41.34375,18.524029,87.893437,,,,,31.285195
2000/10/11,100.082595,1.276815,,32.6875,18.927187,85.69371,,,,,31.431877
2000/10/12,97.585717,1.301213,,28.3125,18.460373,78.903249,,,,,31.557605
2000/10/13,100.838574,1.4354,,30,18.248185,83.446163,,,,,30.342239
2000/10/16,101.296723,1.398804,,27.625,17.102369,85.024228,,,,,29.441192
2000/10/17,98.776904,1.309345,,24.46875,17.123587,86.458833,,,,,29.441192
2000/10/18,98.410385,1.309345,,26.375,17.569183,73.02137,,,,,29.0221
2000/10/19,102.121391,1.232086,,29.78125,21.006631,73.786493,,,,,29.001145
2000/10/20,102.556599,1.268682,,29.5,22.131229,72.495349,,,,,29.650737
2000/10/23,103.014748,1.32561,,29.8125,21.091507,71.060744,,,,,29.860283
2000/10/24,102.327524,1.228019,,29.3125,20.879318,69.960881,,,,,29.084964
2000/10/25,99.922276,1.203622,,27.78125,20.794443,66.996031,,,,,29.231646
2000/10/26,100.197165,1.203622,,28,21.876603,70.965104,,,,,29.420237
2000/10/27,102.09845,1.207688,,27.625,22.979982,71.682406,,,,,29.357373
2000/10/30,103.014748,1.256483,,26.3125,23.446796,71.395485,,,,,29.986011
2000/10/31,104.790086,1.272749,,29.3125,23.383139,75.364558,,,,,29.902192
2000/11/01,104.435009,1.333743,,32.179649,23.637765,75.412378,,,,,30.866103
2000/11/02,104.606826,1.451665,,33.71875,23.871172,77.994666,,,,,29.566919
2000/11/03,104.664084,1.447599,,34.375,23.170951,76.607882,,,,,29.336419
2000/11/06,105.397122,1.394737,,32.8125,23.595327,76.751342,,,,,29.734556
2000/11/07,105.374248,1.386605,,34.25,23.934828,78.281587,,,,,29.839329
2000/11/08,103.037689,1.305279,,32.5,23.574109,76.609582,,,,,30.405102
2000/11/09,102.648228,1.313412,,29.40625,24.062141,76.178653,,,,,30.279605
2000/11/10,100.15135,1.240218,,28.21875,22.873887,71.246911,,,,,30.174321
2000/11/13,99.372497,1.26055,,27.65625,22.555605,74.646461,,,,,30.300662
2000/11/14,101.983946,1.317478,,29.71875,23.36192,76.226534,,,,,30.279605
2000/11/15,102.30465,1.29308,,28.5625,23.786297,76.130772,,,,,30.448059
2000/11/16,100.701129,1.236152,,26.46875,23.404358,75.268914,,,,,30.553343
2000/11/17,100.162782,1.203622,,25.625,23.446796,78.093892,,,,,30.427002
2000/11/20,98.731089,1.232086,,24.4375,22.810231,79.099393,,,,,30.784967
2000/11/21,99.235053,1.223953,,20.84375,23.0012,75.460438,,,,,31.374556
2000/11/22,96.86411,1.203622,,19.09375,23.170951,75.460438,,,,,31.753577
2000/11/24,98.845593,1.256483,,20.4375,23.743859,76.561701,,,,,31.816748
2000/11/27,99.716075,1.215821,,20.0625,23.998485,75.412557,,,,,31.374556
2000/11/28,97.998051,1.173121,,18.48435,22.746575,74.981628,,,,,31.353499
2000/11/29,97.814791,1.142627,,19.53125,22.088791,76.465939,,,,,29.963754
2000/11/30,96.967182,1.0735,,19.8125,19.478876,71.629959,,,,,29.647902
2000/12/01,96.921367,1.110097,,19.46875,19.224251,73.257913,,,,,29.92164
2000/12/04,97.746035,1.085699,,18.96875,19.160594,75.364676,,,,,30.553343
2000/12/05,100.953077,1.106031,,21.9375,20.327629,79.195155,,,,,29.774243
2000/12/06,99.338114,0.93118,,18.75,19.245469,74.11977,,,,,29.058314
2000/12/07,97.97511,0.93118,,17.46875,18.035997,71.342673,,,,,29.647902
2000/12/08,98.204184,0.979976,,17.46875,18.481592,74.311294,,,,,29.816356
2000/12/11,101.617427,0.988108,,16.9375,19.712283,72.779103,,,,,28.88986
2000/12/12,101.182152,1.000307,,17.90625,19.818377,71.917245,,,,,29.163597
2000/12/13,99.796263,0.975909,,17.4375,19.436439,69.906243,,,,,29.542619
2000/12/14,98.524888,0.939313,,16,18.842312,70.815982,,,,,28.805633
2000/12/15,96.29954,0.914915,,16.5,16.699211,67.272789,,,,,28.342384
2000/12/18,97.586292,0.927114,,16,16.232397,69.331671,,,,,29.100427
2000/12/19,95.598731,0.910849,,14,15.213894,69.044386,,,,,29.374165
2000/12/20,92.82994,0.935247,,13.96875,14.089296,65.88424,,,,,28.700349
2000/12/21,93.473316,0.914915,,12.8125,14.74708,62.48469,,,,,28.552952
2000/12/22,96.276596,0.975909,,14.78125,15.765583,68.182528,,,,,29.247824
2000/12/26,97.310559,0.955578,,15.59375,15.914115,64.974501,,,,,29.837413
2000/12/27,98.022902,0.963711,,14.875,15.765583,64.87874,,,,,29.563675
2000/12/28,98.321578,0.963711,,15.5,15.129018,65.309668,,,,,29.268881
2000/12/29,96.460418,0.967777,,15.03125,14.725861,65.118144,,,,,29.289938
2001/01/02,94.714112,0.967777,,14.09375,14.725861,64.974501,,,,,30.026924
2001/01/03,99.263698,1.065368,,15.46875,16.274835,72.491817,,,,,28.721406
2001/01/04,98.195179,1.110097,,14.78125,16.444585,71.390554,,,,,27.921249
2001/01/05,94.989844,1.065368,,14.25,16.677992,72.013007,,,,,28.04759
2001/01/08,95.725131,1.077567,,13.59375,16.614336,71.67784,,,,,27.921249
2001/01/09,95.472343,1.11823,,15.0625,17.590401,70.911744,,,,,27.626455
2001/01/10,97.149749,1.077567,,15.25,17.951121,71.582078,,,,,27.289547
2001/01/11,97.24166,1.171091,,12.9375,18.672561,71.773602,,,,,27.542228
2001/01/12,97.057838,1.11823,,13.28125,18.16331,71.869364,,,,,27.900192
2001/01/16,97.678203,1.114163,,13.6875,17.845027,71.055387,,,,,27.563284
2001/01/17,98.126279,1.093832,,15.125,17.97234,74.071889,,,,,27.036866
2001/01/18,99.102821,1.215821,,17.21875,18.842312,82.977753,,,,,26.657844
2001/01/19,98.539878,1.268682,,16.90625,20.709568,85.22816,,,,,26.763128
2001/01/22,99.194731,1.252417,,17.34375,20.412504,83.169277,,,,,27.036866
2001/01/23,99.975973,1.333743,,19.476549,20.561036,83.552325,,,,,27.563284
2001/01/24,100.274717,1.333743,,21.4375,21.367351,84.605707,,,,,27.500114
2001/01/25,100.021929,1.297146,,19.59375,20.985413,84.845112,,,,,27.794909
2001/01/26,99.907074,1.272749,,18.84375,21.728071,87.478566,,,,,27.289547
2001/01/29,100.440161,1.411003,,19.9375,21.897822,88.0857,,,,,27.020019
2001/01/30,101.322503,1.415069,,19.84375,21.515883,89.334434,,,,,27.619718
2001/01/31,100.74898,1.406936,,18.65625,20.730787,85.802732,,,,,28.350807
2001/02/01,101.418083,1.374406,,18.03125,21.176382,87.37323,,,,,28.128447
2001/02/02,99.116643,1.341876,,16.5,20.645911,84.477383,,,,,27.959993
2001/02/05,99.84457,1.313412,,17.53125,21.02785,85.971274,,,,,28.569798
2001/02/06,99.55046,1.374406,,18.1875,21.240038,87.480483,,,,,28.414818
2001/02/07,99.035761,1.350008,,16.71875,21.961478,89.666352,,,,,28.57061
2001/02/08,97.881356,1.350008,,15.09375,21.133944,87.511165,,,,,28.618024
2001/02/09,96.94019,1.244285,,13.96875,20.073003,85.900531,,,,,29.078622
2001/02/12,98.05048,1.280881,,14.25,19.94569,88.124742,,,,,29.044755
2001/02/13,97.249009,1.244285,,13.5625,19.754721,87.242727,,,,,28.71624
2001/02/14,97.101954,1.268682,,14.25,19.818377,88.278134,,,,,28.42498
2001/02/15,98.04312,1.305279,,15.65625,19.966909,89.566642,,,,,27.940675
2001/02/16,95.881375,1.236152,,14.09375,19.457658,88.201438,,,,,28.455459
2001/02/20,94.403453,1.191423,,13.28125,18.969625,85.517046,,,,,28.380953
2001/02/21,92.366711,1.228019,,13.0625,19.096938,82.456842,,,,,28.286122
2001/02/22,92.506412,1.223953,,12,18.736218,83.522928,,,,,28.519808
2001/02/23,91.881419,1.223953,,12.71875,19.266688,79.764779,,,,,28.279349
2001/02/26,93.837285,1.268682,,12.875,20.221535,80.761841,,,,,28.380953
2001/02/27,92.969646,1.26055,,11.71875,20.157879,78.683349,,,,,27.872941
2001/02/28,91.138778,1.187357,,11.90625,20.030566,76.620207,,,,,27.449597
2001/03/01,91.616716,1.219887,,12.21875,20.152548,81.337067,,,,,27.568133
2001/03/02,90.888784,1.252417,,10.84375,19.245469,78.460934,,,,,28.181133
2001/03/05,91.719656,1.32561,,11.09375,19.500095,80.462723,,,,,28.397885
2001/03/06,92.704943,1.398804,,11.1875,20.179097,81.298717,,,,,28.313216
2001/03/07,93.366702,1.382538,,10.46875,20.603474,82.487521,,,,,28.519808
2001/03/08,93.469641,1.354074,,8.84375,20.115441,81.659193,,,,,29.075235
2001/03/09,90.704962,1.317478,,8.5,19.245469,76.152355,,,,,29.122649
2001/03/12,86.822649,1.211754,,8.1875,17.632839,73.237871,,,,,28.367406
2001/03/13,88.249102,1.272749,,8.03125,18.396717,75.462082,,,,,28.211615
2001/03/14,86.506476,1.329677,,7.65625,18.33306,72.831378,,,,,27.988089
2001/03/15,86.528534,1.280881,,7.5,18.226966,73.291558,,,,,28.093077
2001/03/16,84.793013,1.276815,,6.78125,18.524029,69.103908,,,,,27.669734
2001/03/19,86.518213,1.337809,,7.46875,18.439154,71.021331,,,,,27.520718
2001/03/20,84.195823,1.280881,,6.96875,17.887465,67.723367,,,,,27.317514
2001/03/21,82.76553,1.309345,,6.84375,16.996274,68.321602,,,,,27.029638
2001/03/22,81.925047,1.406936,,7.4375,18.33306,68.336939,,,,,26.315034
2001/03/23,84.402262,1.496395,,7.21875,19.203032,71.719275,,,,,26.044096
2001/03/26,85.478671,1.417021,,7.09375,19.033281,73.168846,,,,,26.501306
2001/03/27,87.225989,1.487937,,7.78125,19.77594,76.313418,,,,,27.310739
2001/03/28,84.81513,1.442394,,7.46875,18.863531,72.409548,,,,,26.636777
2001/03/29,85.139529,1.465816,,7.5,18.799874,72.892737,,,,,26.514854
2001/03/30,86.031621,1.435888,,7.875,18.566467,73.767081,,,,,27.432662
2001/04/02,84.195823,1.404659,,7,18.948406,72.601291,,,,,26.958517
2001/04/03,81.38684,1.316827,,5.6875,18.120872,69.32633,,,,,26.382771
2001/04/04,81.725982,1.268682,,6.21875,17.632839,70.56115,,,,,26.653709
2001/04/05,84.822504,1.357815,,7.625,19.266688,75.324027,,,,,27.408955
2001/04/06,83.532288,1.339598,,7.40625,19.075719,75.124614,,,,,27.805204
2001/04/09,84.461239,1.336345,,7.82,19.402489,73.629026,,,,,27.944062
2001/04/10,86.002129,1.433936,,8.01,20.261427,75.968284,,,,,28.448687
2001/04/11,86.061112,1.418322,,7.93,20.383647,74.725792,,,,,27.751017
2001/04/12,87.624113,1.458659,,8.48,21.110179,73.782418,,,,,27.771337
2001/04/16,86.70253,1.3949,,8.81,20.638273,74.204253,,,,,28.634959
2001/04/17,87.926395,1.327237,,8.655,20.872528,76.466809,,,,,28.689146
2001/04/18,91.421036,1.482732,,9.31,22.213558,81.682201,,,,,28.831388
2001/04/19,92.637527,1.673359,,9.98,23.099656,87.794945,,,,,28.601089
2001/04/20,91.789669,1.629118,,9.925,23.425577,88.071055,,,,,28.844936
2001/04/23,90.123446,1.57772,,8.98,23.170951,85.900531,,,,,29.803386
2001/04/24,89.636853,1.563407,,9.005,22.933301,86.414399,,,,,29.630661
2001/04/25,90.809104,1.608299,,9.34,23.659833,88.086391,,,,,30.172541
2001/04/26,91.214603,1.606347,,9.13,23.469711,87.235055,,,,,30.091259
2001/04/27,92.73337,1.704589,,9.75,22.787316,89.121798,,,,,30.162381
2001/04/30,93.382168,1.658395,,10.09,23.0012,88.308813,,,,,30.006591
2001/05/01,93.669701,1.687022,,11.155,23.822792,90.893501,,,,,30.074327
