Date,Open,High,Low,Close,Volume
2003-09-29,27000.0,27000.0,25700.0,27000.0,144938
2003-09-30,26900.0,27100.0,26300.0,26900.0,157986
2003-10-01,26289.0,26500.0,25599.0,25720.0,183245
2003-10-02,25702.0,26200.0,25501.0,25702.0,167985
2003-10-03,26000.0,26200.0,25700.0,26000.0,216457
2003-10-06,25500.0,25520.0,24900.0,24922.0,211122
2003-10-07,24800.0,25000.0,24150.0,24800.0,152686
2003-10-08,25798.0,25798.0,25000.0,25798.0,135743
2003-10-09,25575.0,25900.0,25200.0,25575.0,205991
2003-10-10,25801.0,25900.0,25300.0,25801.0,59272
2003-10-13,25800.0,26200.0,25400.0,25800.0,123920
2003-10-14,26220.0,26780.0,26000.0,26220.0,126236
2003-10-15,26400.0,26700.0,26001.0,26400.0,98709
2003-10-16,26895.0,27001.0,26200.0,26895.0,200358
2003-10-17,27549.0,27875.0,27000.0,27549.0,207046
2003-10-20,27185.0,27549.0,26850.0,27185.0,83904
2003-10-21,27101.0,27400.0,26905.0,27101.0,124173
2003-10-22,27500.0,28200.0,27300.0,27799.0,143734
2003-10-23,26900.0,27943.78,26700.0,26900.0,142054
2003-10-24,26700.0,27600.0,26500.0,27400.0,184604
2003-10-27,26952.0,27400.0,26301.0,26952.0,77789
2003-10-28,27300.0,27700.0,27100.0,27300.0,81514
2003-10-29,27206.0,27500.0,26846.2,27206.0,96378
2003-10-30,27510.0,28200.0,27000.0,27510.0,137918
2003-10-31,26660.0,27400.0,26060.0,26660.0,96452
2003-11-03,27210.0,27350.0,26600.0,27210.0,430414
2003-11-04,27195.0,27500.0,26800.0,27195.0,356110
2003-11-05,27300.0,27720.0,27250.0,27300.0,120697
2003-11-06,27750.0,28199.0,27500.0,27750.0,238386
2003-11-07,27500.0,28300.0,27300.0,27500.0,381984
2003-11-10,28441.0,28750.0,28200.0,28441.0,294935
2003-11-11,28601.0,28858.82,28100.0,28601.0,294262
2003-11-12,28520.0,28800.0,28300.0,28520.0,159815
2003-11-13,29300.0,30000.0,29200.92,29450.0,322442
2003-11-14,29701.0,29800.0,29200.0,29701.0,170241
2003-11-17,29400.0,30200.0,29020.0,29500.0,135822
2003-11-18,29367.0,29532.37,28800.0,29367.0,153094
2003-11-19,29800.0,29980.0,29331.22,29800.0,337415
2003-11-20,29900.0,30200.0,29800.0,29900.0,273224
2003-11-21,29960.0,29960.0,29000.0,29960.0,96521
2003-11-24,29430.0,29900.0,29300.0,29430.0,165546
2003-11-25,29600.0,29800.0,29100.0,29600.0,257532
2003-11-26,30100.0,30100.0,29460.0,30100.0,162216
2003-11-27,30000.0,30100.0,29500.0,30000.0,82166
2003-11-28,30000.0,30700.0,29700.0,30639.0,233882
2003-12-01,31250.0,31320.0,30550.0,31250.0,148971
2003-12-02,31500.0,31500.0,31037.8,31500.0,117576
2003-12-03,30430.0,31499.0,30400.0,30430.0,86882
2003-12-04,29800.0,31199.0,29300.0,29800.0,331017
2003-12-05,30000.0,30020.0,26710.02,30000.0,230118
2003-12-08,30800.0,31000.0,30200.0,30800.0,236550
2003-12-09,31190.0,31400.0,30800.0,31190.0,202029
2003-12-10,30280.0,30510.0,29900.0,30280.0,296659
2003-12-11,29010.0,30000.0,28201.0,29010.0,195358
2003-12-12,29200.0,30250.0,29177.36,30200.0,161618
2003-12-15,30087.0,30087.0,29000.0,29925.0,63702
2003-12-17,29900.0,29945.0,29000.0,29900.0,161545
2003-12-18,30000.0,30200.0,29600.0,29800.0,330799
2003-12-19,30100.0,30400.0,29200.0,30355.0,205457
2003-12-22,30900.0,30900.0,30284.0,30900.0,175545
2003-12-23,31000.0,31000.0,30001.0,30589.0,56146
2003-12-24,29504.0,30600.0,29504.0,29504.0,9923
2003-12-29,31060.0,31060.0,29200.0,31060.0,34356
2003-12-30,31400.0,31800.0,31000.0,31400.0,81785
2004-01-02,31180.0,31401.0,31100.0,31180.0,42833
2004-01-05,30500.0,30799.0,29601.0,30500.0,85721
2004-01-06,30900.0,31000.0,30000.0,30900.0,84430
2004-01-07,30615.0,31100.0,30300.0,30615.0,224434
2004-01-08,30799.0,31000.0,30000.0,30799.0,300328
2004-01-09,31265.0,31500.0,30400.0,31071.0,275193
2004-01-12,31460.0,31720.0,30500.0,31460.0,0
2004-01-13,31398.0,31900.0,30900.0,31398.0,0
2004-01-14,30500.0,31150.0,30300.0,30500.0,0
2004-01-15,30201.0,30450.0,29500.0,30201.0,0
2004-01-16,30000.0,30500.0,29840.0,30000.0,0
2004-01-19,30000.0,30600.0,30000.0,30000.0,0
2004-01-20,30002.0,31300.0,30002.0,30730.0,0
2004-01-21,30550.0,30700.0,30300.0,30550.0,0
2004-01-22,30990.0,31200.0,30500.0,30990.0,0
2004-01-23,30121.0,30500.0,29800.0,30121.0,0
2004-01-26,30000.0,30200.0,29500.0,29795.0,0
2004-01-27,30000.0,30000.0,29302.0,29700.0,0
2004-01-28,29549.0,29800.0,28830.77,29549.0,0
2004-01-29,28790.0,29600.0,28500.0,28613.0,0
2004-01-30,28702.0,29300.0,28300.0,28702.0,0
2004-02-02,28900.0,29400.0,28606.0,28900.0,0
2004-02-03,29200.0,29400.0,28420.0,29200.0,0
2004-02-04,28550.0,29300.0,28550.0,28550.0,0
2004-02-05,28500.0,28501.0,27000.0,28501.0,0
2004-02-06,28405.0,29799.0,28405.0,29300.0,0
2004-02-09,29420.0,30000.0,29265.0,29420.0,126125
2004-02-10,29400.0,29800.0,29160.0,29699.0,242461
2004-02-11,29300.0,29499.0,29051.0,29300.0,148889
2004-02-12,29150.0,29300.0,29000.0,29150.0,135904
2004-02-13,28800.0,28980.0,28400.0,28800.0,149774
2004-02-16,29000.0,29000.0,27801.0,28220.0,20541
2004-02-17,28500.0,28800.0,27800.0,28500.0,124645
2004-02-18,28520.0,29000.0,28520.0,28800.0,131385
2004-02-19,27850.0,28549.0,27200.0,27300.0,419822
2004-02-20,27354.37,27500.0,27000.0,27499.0,434449
2004-02-23,27300.0,27600.0,27200.0,27290.0,392221
2004-02-24,27297.0,27600.0,27210.0,27300.0,577180
2004-02-25,27400.0,27949.0,27400.0,27514.0,546029
2004-02-26,27514.0,27899.0,27300.0,27600.0,531126
2004-02-27,27900.0,28510.2,27800.0,28200.0,571742
2004-03-01,28500.0,28700.0,28065.0,28700.0,561870
2004-03-02,28650.0,28999.07,28300.0,28510.0,537653
2004-03-03,28600.0,28895.77,28275.0,28351.0,663671
2004-03-04,28351.0,28749.0,28351.0,28555.0,205923
2004-03-05,28700.0,29100.0,28680.0,28801.0,304732
2004-03-08,29100.0,29100.0,28000.0,28201.0,190171
2004-03-09,28000.0,28000.0,27650.0,27910.0,232173
2004-03-10,28000.0,28090.0,27850.0,28002.0,158400
2004-03-11,27500.0,27900.0,27500.0,27599.0,142818
2004-03-12,27600.0,27600.0,27200.0,27200.0,209607
2004-03-15,27401.0,27700.0,26911.0,26911.0,283024
2004-03-16,26911.0,26911.11,25701.0,26550.0,380099
2004-03-17,26605.0,26995.0,26000.0,26800.0,261953
2004-03-18,26800.0,28200.0,26800.0,27600.0,466862
2004-03-19,27001.0,27970.0,27001.0,27740.0,186090
2004-03-23,27698.0,27698.0,26651.0,27036.0,292730
2004-03-24,27200.0,27301.0,26600.0,26600.0,114427
2004-03-25,26102.0,26700.0,26102.0,26250.0,60556
2004-03-26,26700.0,27655.0,26500.0,27255.0,129203
2004-03-29,27200.0,27255.0,26300.0,26401.0,66308
2004-03-30,27350.0,27350.0,25820.0,26400.0,184477
2004-03-31,27499.0,27499.0,26550.0,26960.0,259135
2004-04-01,26899.0,27150.0,26700.0,26950.0,506264
2004-04-02,26900.0,26900.0,26201.0,26500.0,289628
2004-04-05,26499.0,26700.0,25900.0,26000.0,281652
2004-04-06,26000.0,26449.0,25874.0,25874.0,182139
2004-04-07,25800.0,25851.0,25000.0,25670.0,132555
2004-04-08,26000.0,26000.0,25000.0,25255.0,255586
2004-04-13,25400.0,25400.0,24600.0,24600.0,86387
2004-04-15,24500.0,24600.0,23001.0,24090.0,326035
2004-04-16,24090.0,24300.0,23900.0,23950.0,89653
2004-04-19,24000.0,24200.0,23120.0,23899.0,145379
2004-04-20,24000.0,24000.0,22999.0,23000.0,124237
2004-04-21,22401.0,22501.0,21750.0,22341.0,557899
2004-04-22,22800.0,23150.0,22500.0,22900.0,357656
2004-04-23,22900.0,23200.0,22600.0,22603.0,258005
2004-04-26,22700.0,22900.0,22325.0,22900.0,93917
2004-04-28,22690.0,23966.67,21001.0,21460.0,261175
2004-04-29,21600.0,22081.0,21051.0,22081.0,481225
2004-04-30,22000.0,22300.0,21238.46,22100.0,335407
2004-05-03,22070.0,22301.0,22000.0,22300.0,194744
2004-05-04,22350.0,23100.0,22350.0,23000.0,335508
2004-05-05,23300.0,23303.0,23000.0,23150.0,687467
2004-05-06,22800.0,23090.65,22500.0,22783.0,638756
2004-05-07,22449.0,22783.0,22100.0,22245.0,963221
2004-05-10,22197.0,22272.58,21220.0,21910.0,895361
2004-05-11,22200.0,22554.21,21800.0,22000.0,913921
2004-05-12,22000.0,22900.0,21800.0,22102.0,294651
2004-05-13,22100.0,22100.0,21600.0,21800.0,267534
