Date,Open,High,Low,Close,Volume
2003-09-29,10050.0,10190.0,9610.0,10050.0,751424
2003-09-30,9894.0,10075.0,9700.0,9970.0,997327
2003-10-01,9929.0,9980.0,9510.0,9510.0,637441
2003-10-02,9500.0,9685.0,9400.0,9500.0,771495
2003-10-03,9604.0,9740.0,9501.0,9604.0,781646
2003-10-06,9397.0,9550.0,9225.0,9399.0,1381403
2003-10-07,9390.0,9530.0,9240.0,9398.0,580318
2003-10-08,9495.0,9579.0,9400.0,9495.0,786449
2003-10-09,9250.0,9590.0,9200.0,9250.0,755429
2003-10-10,9506.0,9550.0,9250.0,9506.0,614941
2003-10-13,9312.0,9600.0,9270.0,9312.0,801744
2003-10-14,9612.0,9775.0,9500.0,9700.0,602973
2003-10-15,9700.0,9825.0,9551.0,9661.0,432442
2003-10-16,9920.0,9951.0,9630.0,9920.0,517702
2003-10-17,10295.0,10300.0,9951.0,10295.0,987406
2003-10-20,10115.0,10400.0,10090.0,10200.0,599012
2003-10-21,10205.0,10350.0,10150.0,10300.0,499862
2003-10-22,10501.0,10800.0,10460.0,10501.0,512381
2003-10-23,10250.0,10600.0,10130.0,10250.0,1189340
2003-10-24,10302.0,10470.0,10001.0,10302.0,766512
2003-10-27,10205.0,10400.0,10000.0,10205.0,472974
2003-10-28,10226.0,10325.0,10100.0,10226.0,742539
2003-10-29,10350.0,10381.05,10111.0,10350.0,491429
2003-10-30,10260.0,10570.0,10130.0,10260.0,1646933
2003-10-31,10001.0,10276.52,9700.0,9851.0,1197354
2003-11-03,9451.0,10185.76,9450.0,9451.0,820887
2003-11-04,9099.0,9501.0,8950.0,9099.0,2468846
2003-11-05,9200.0,9250.0,9055.0,9117.0,628045
2003-11-06,9126.0,9300.0,8980.0,9126.0,967637
2003-11-07,9000.0,9095.0,8625.0,8760.0,1775324
2003-11-10,8860.0,9089.0,8650.0,9089.0,608045
2003-11-11,9099.0,9150.0,8736.0,9150.0,1830327
2003-11-12,9089.0,9250.0,9010.0,9190.0,1726626
2003-11-13,9499.0,9499.0,9181.0,9181.0,1739868
2003-11-14,9200.0,9200.0,9011.0,9070.0,1116292
2003-11-17,8900.0,9100.0,8750.0,8900.0,618696
2003-11-18,8890.0,8890.0,8720.0,8800.0,430220
2003-11-19,8825.0,8960.0,8750.0,8820.0,1017830
2003-11-20,8831.0,8980.0,8810.0,8831.0,867537
2003-11-21,8720.0,8865.71,8620.0,8720.0,1054409
2003-11-24,8600.0,8725.0,8560.0,8600.0,785264
2003-11-25,8520.0,8650.0,8400.0,8520.0,915791
2003-11-26,8495.0,8550.0,8420.0,8495.0,777729
2003-11-27,8590.0,8700.0,8400.0,8590.0,276383
2003-11-28,8800.0,8800.0,8300.0,8800.0,832183
2003-12-01,8800.0,8940.0,8751.0,8800.0,1073869
2003-12-02,8900.0,8900.0,8560.0,8639.0,665026
2003-12-03,8410.0,8700.0,8400.0,8410.0,569227
2003-12-04,8255.0,8590.0,8066.0,8255.0,923186
2003-12-05,8390.0,8450.0,8050.0,8190.0,884252
2003-12-08,8410.0,8514.0,8200.0,8410.0,1886748
2003-12-09,8526.0,8680.0,8400.0,8526.0,1439601
2003-12-10,8492.0,8530.0,8250.0,8449.0,1165963
2003-12-11,8245.0,8365.0,8150.0,8245.0,1083243
2003-12-12,8326.0,8550.0,8325.0,8471.0,713722
2003-12-15,8610.0,8610.0,8250.0,8610.0,437295
2003-12-17,8610.0,8700.0,8350.0,8532.0,609664
2003-12-18,8689.0,8700.0,8390.0,8401.0,2187364
2003-12-19,8621.0,8621.0,8450.0,8621.0,903118
2003-12-22,8625.0,9050.0,8622.0,8950.0,856260
2003-12-23,8850.0,9140.0,8781.0,9050.0,677755
2003-12-24,9100.0,9100.0,6187.22,9100.0,122138
2003-12-29,9050.0,9360.0,9050.0,9220.0,498183
2003-12-30,9350.0,9499.0,9255.0,9350.0,370829
2004-01-02,9560.0,9700.0,9440.0,9560.0,610888
2004-01-05,9409.0,9499.0,9260.0,9409.0,676451
2004-01-06,9399.0,9800.0,9260.0,9540.0,734452
2004-01-07,9499.0,9575.0,9350.0,9528.0,807453
2004-01-08,9355.0,9550.0,9300.0,9355.0,567728
2004-01-09,9350.0,9700.0,9300.0,9679.0,1278231
2004-01-12,9700.0,9950.0,9620.0,9944.0,0
2004-01-13,9999.0,10260.0,9999.0,10260.0,0
2004-01-14,10200.0,10300.0,10020.0,10100.0,0
2004-01-15,9851.0,10080.0,9610.0,9851.0,0
2004-01-16,9850.0,10099.0,9700.0,9800.0,0
2004-01-19,9840.0,9957.0,9600.0,9840.0,0
2004-01-20,9920.0,10160.0,9601.0,9920.0,0
2004-01-21,9849.0,9850.0,9600.0,9670.0,0
2004-01-22,9760.0,9975.0,9651.0,9760.0,0
2004-01-23,9800.0,9975.0,9700.0,9800.0,0
2004-01-26,9700.0,9800.0,9625.0,9700.0,0
2004-01-27,9620.0,9889.0,9450.0,9813.0,0
2004-01-28,9461.0,9880.0,9400.0,9461.0,0
2004-01-29,9201.0,9520.48,9051.0,9201.0,0
2004-01-30,9101.0,9300.0,9050.0,9101.0,0
2004-02-02,9000.0,9199.0,8980.0,9000.0,0
2004-02-03,8990.0,9199.0,8850.0,9000.0,0
2004-02-04,8810.0,9050.0,8800.0,8810.0,0
2004-02-05,8650.0,8694.0,8503.0,8590.0,0
2004-02-06,8650.0,9000.0,8630.0,8931.0,0
2004-02-09,9081.0,9245.0,9010.0,9200.0,449243
2004-02-10,9105.0,9349.0,9020.0,9105.0,1041192
2004-02-11,9110.0,9110.0,8811.0,8971.0,695594
2004-02-12,8826.0,9100.0,8780.0,8826.0,691383
2004-02-13,8790.0,8826.0,8522.0,8790.0,765314
2004-02-16,8780.0,8790.0,8511.0,8590.0,281390
2004-02-17,8725.0,8825.0,8590.0,8725.0,536122
2004-02-18,8770.0,8770.0,8494.44,8650.0,919371
2004-02-19,8650.0,8650.0,8245.0,8399.0,1577970
2004-02-20,8345.0,9327.9,8206.0,8325.0,797576
2004-02-23,8295.0,8295.0,8110.0,8110.0,1130279
2004-02-24,8110.0,8200.0,8001.0,8050.0,624670
2004-02-25,8110.0,8300.0,8070.0,8100.0,1175512
2004-02-26,8115.0,8200.0,8002.0,8050.0,1683454
2004-02-27,8070.0,8210.0,8070.0,8200.0,2345643
2004-03-01,8220.0,8499.0,8120.0,8410.0,1071986
2004-03-02,8400.0,8400.0,8200.0,8250.0,913386
2004-03-03,8250.0,8350.0,8155.65,8275.0,705210
2004-03-04,8275.0,8495.0,8175.0,8301.0,582130
2004-03-05,8400.0,8620.0,8370.0,8495.0,1473889
2004-03-08,8450.0,8400.0,8300.0,8300.0,1059976
2004-03-09,8200.0,8250.0,8051.0,8126.0,718237
2004-03-10,8200.0,8200.0,8075.0,8160.0,1153098
2004-03-11,8160.0,8180.0,8000.0,8000.0,578383
2004-03-12,8160.0,8160.0,7821.0,7930.0,1023435
2004-03-15,7960.0,8100.0,7830.0,7880.0,718500
2004-03-16,7880.0,7880.0,7700.0,7810.0,801280
2004-03-17,7800.0,9750.0,7720.0,7741.0,1188848
2004-03-18,8014.21,8150.0,7850.0,8100.0,2384492
2004-03-19,8140.0,8205.0,8000.0,8190.0,567948
2004-03-23,8150.0,8199.0,7910.0,8101.0,966116
2004-03-24,8201.0,8280.0,8000.0,8025.0,323592
2004-03-25,8026.0,8245.0,7950.0,7960.0,348657
2004-03-26,8169.0,8400.0,8130.0,8300.0,1343651
2004-03-29,7750.0,8380.0,7750.0,8200.0,100699925
2004-03-30,8111.0,8275.0,8002.0,8248.0,2553370
2004-03-31,8283.0,8475.0,8283.0,8425.0,2249332
2004-04-01,8380.0,8660.0,8285.0,8500.0,2831188
2004-04-02,8500.0,8500.0,8200.0,8300.0,2084930
2004-04-05,8290.0,8290.0,8010.0,8080.0,1170896
2004-04-06,8000.0,8300.0,8000.0,8165.0,1592524
2004-04-07,8100.0,8223.0,8003.0,8223.0,1958269
2004-04-08,8250.0,8270.0,8100.0,8200.0,1282269
2004-04-13,8195.0,8200.0,8080.0,8120.0,568076
2004-04-15,7900.0,8100.0,7770.0,7940.0,1511498
2004-04-16,7940.0,7950.0,7850.0,7910.0,988312
2004-04-19,7900.0,8000.0,7830.0,7850.0,796566
2004-04-20,7810.0,7900.0,7700.0,7731.0,735605
2004-04-21,7600.0,7600.0,7410.0,7476.0,1353159
2004-04-22,7550.0,7565.0,7351.0,7410.0,2081750
2004-04-23,7415.0,7500.0,7318.0,7335.0,874271
2004-04-26,7499.0,7500.0,7360.0,7440.0,1049882
2004-04-28,7400.0,7440.0,6910.0,6990.0,1520587
2004-04-29,6990.0,7150.0,6950.0,7125.0,2334877
2004-04-30,7100.0,7200.0,7000.0,7025.0,1272624
2004-05-03,7173.0,7173.0,6901.0,7148.0,610036
2004-05-04,7150.0,7300.0,7150.0,7280.0,799380
